,p_id,name,price,colour,brand,ratingCount,avg_rating,Occasion,Border,Fabric,Ornamentation,Pattern,Print or Pattern Type,Sustainable,Technique,Wash Care,Wedding,AddOns
6078,10745490,Bhama Couture Women Mustard Yellow Solid Mirror Work A-Line Top,1599,Mustard,bhama couture,0,0,Ethnic,,Cotton Blend,,Solid,Geometric,Regular,,Machine Wash,,
6079,13969840,Bhama Couture Women White & Red Embroidered Tunic,3249,White,bhama couture,0,0,Ethnic,,Cotton,,Embroidered,,Regular,,Hand Wash,,
6080,2129862,Bhama Couture Women Off-White Embroidered Top,1899,Off White,bhama couture,23,3.913043478,Ethnic,,Cotton Blend,,Self Design,Floral,Regular,,Machine Wash,,
6081,12151836,Bhama Couture Women Pink & Golden Printed Asymmetric Tunic,1799,Pink,bhama couture,28,3.642857143,Ethnic,,Silk,,Printed,,,,Machine Wash,,
6082,12210032,Bhama Couture Women Blue Ethnic Motifs Print Top,1799,Blue,bhama couture,17,4.470588235,Ethnic,,Cotton Blend,,Printed,Ethnic Motifs,Regular,,Machine Wash,,
6083,9816649,Bhama Couture Women Red Solid Kurta with Palazzos,3599,Red,bhama couture,550,4.001818182,Daily,,,Thread Work,,Solid,,NA,Machine Wash,,
6084,9430129,Bhama Couture Women Red Embroidered Pure Cotton Top,1799,Red,bhama couture,56,3.75,Ethnic,,Pure Cotton,,Embellished,Ethnic Motifs,Regular,,Machine Wash,,
6085,2238307,Bhama Couture Women Pink Printed Pure Cotton Top,1599,Pink,bhama couture,0,0,Casual,,Pure Cotton,,Printed,Ethnic Motifs,Regular,,Machine Wash,,
6086,12151766,Bhama Couture Women Black & Golden Foil Print Tunic,1699,Black,bhama couture,163,3.392638037,Ethnic,,Cotton,,Printed,,,,Machine Wash,,
6087,4380660,Bhama Couture Women Peach-Coloured Printed A-Line Top,1799,Peach,bhama couture,57,3.333333333,Ethnic,,Pure Cotton,,Printed,Floral,Regular,,Machine Wash,,
6088,4380652,Bhama Couture Women Off-White Printed A-Line Top,1799,Off White,bhama couture,0,0,Casual,,Pure Cotton,,Printed,Geometric,,,Machine Wash,,
6089,9430103,Bhama Couture Women Red Solid A-Line Pure Cotton Top,1799,Red,bhama couture,199,3.753768844,Ethnic,,Pure Cotton,,Solid,Solid,Regular,,Machine Wash,,
6090,9895799,Bhama Couture Women Navy Blue and White Striped Empire Pure Cotton Top,1799,Navy Blue,bhama couture,44,3.795454545,Ethnic,,Pure Cotton,,Striped,Vertical Stripes,Regular,,Machine Wash,,
6091,9285083,Bhama Couture Women Mustard Yellow Yoke Design Kurta with Palazzos,3599,Mustard,bhama couture,464,4.135775862,Festive,,,Gotta Patti,,Floral,Regular,NA,Machine Wash,Guests & Gifting,NA
6092,13969820,Bhama Couture Maroon & Black Embroidered Bell Sleeves A-Line Top,2999,Maroon,bhama couture,19,3.421052632,Ethnic,,Cotton Blend,,Embroidered,Ethnic Motifs,Regular,,Hand Wash,,
6093,11089788,Bhama Couture Women Navy Blue Washed Denim Jacket,2999,Navy Blue,bhama couture,1238,4.277059774,Casual,,Cotton,,Solid,Washed,,,Hand Wash,,NA
6094,10356731,Bhama Couture Women Blue Embroidered Cotton A-Line Top,1799,Blue,bhama couture,9,4.222222222,Ethnic,,Pure Cotton,,Embellished,Ethnic Motifs,Regular,,Machine Wash,,
6095,11607374,Bhama Couture Women Blue Printed Peplum Top,1799,Blue,bhama couture,9,4.333333333,Ethnic,,Cotton Blend,,Printed,Floral,Regular,,Machine Wash,,
6096,8339967,Bhama Couture Women Red Embroidered Detail A-Line Top,1799,Red,bhama couture,108,3.805555556,Ethnic,,Viscose Rayon,,Embellished,Geometric,Regular,,Machine Wash,,
6097,15367618,Bhama Couture Women Purple & Gold-Toned Block Print Anarkali Kurta,3999,Purple,bhama couture,48,4.270833333,Festive,,Art Silk,NA,Woven Design,Woven Design,Regular,Block Print,Hand Wash,Guests & Gifting,
6098,10355839,Bhama Couture Women Red Solid A-Line Pure Cotton Top,1799,Red,bhama couture,10,3.9,Ethnic,,Pure Cotton,,Solid,Solid,Regular,,Machine Wash,,
6099,12151824,Bhama Couture Women Maroon Printed A-Line Top,1499,Maroon,bhama couture,288,3.475694444,Ethnic,,Cotton Blend,,Printed,Ethnic Motifs,Regular,,Machine Wash,,
6100,16882218,Bhama Couture Women Orange Yoke Design High Slit Kurta with Palazzos,3999,Orange,bhama couture,13,3.769230769,Festive,,,NA,,Geometric,Regular,NA,Hand Wash,Guests & Gifting,NA
6101,13018002,Blissta Mustard Yellow & Gold-Toned Silk Blend Unstitched Dress Material,3745,Mustard,blissta,43,4.209302326,Festive,,,Zari,,Paisley,Regular,NA,Dry Clean,Guests & Gifting,
6102,15228880,Blissta Red & Gold-Toned Embellished Unstitched Dress Material,6149,Red,blissta,0,0,Festive,,,Gotta Patti,,Ethnic Motifs,Regular,NA,Dry Clean,Guests & Gifting,
6103,1585032,Blissta Pink Embroidered Cotton Unstitched Dress Material,2299,Pink,blissta,14,3.357142857,,,,,,Floral,,NA,Machine Wash,,
6104,10342349,Blissta Orange & Pink Cotton Blend Unstitched Dress Material,3247,Orange,blissta,19,3.894736842,Festive,,,Beads and Stones,,Floral,Regular,NA,Dry Clean,Guests & Gifting,
6105,15228892,Blissta Yellow Unstitched Dress Material,6149,Yellow,blissta,0,0,Festive,,,NA,,Abstract,Regular,NA,Dry Clean,Guests & Gifting,
6106,15228886,Blissta Blue Unstitched Dress Material,6149,Blue,blissta,0,0,Festive,,,Gotta Patti,,Solid,Regular,NA,Dry Clean,Guests & Gifting,
6107,15228874,Blissta Black Unstitched Dress Material,6149,Black,blissta,0,0,Festive,,,Zari,,Floral,Regular,Block Print,Dry Clean,Guests & Gifting,
6108,15228862,Blissta Pink Unstitched Dress Material,6149,Pink,blissta,0,0,Festive,,,NA,,Paisley,Regular,NA,Dry Clean,,
6109,15228856,Blissta Pink Unstitched Dress Material,6149,Pink,blissta,0,0,Festive,,,NA,,Abstract,Regular,NA,Dry Clean,Guests & Gifting,
6110,15228854,Blissta Pink Embellished Unstitched Dress Material,6149,Pink,blissta,0,0,Festive,,,Gotta Patti,,Abstract,Regular,NA,Dry Clean,Guests & Gifting,
6111,7079364,Blissta Red & Gold-Toned Woven Design Dupatta,2497,Red,blissta,7,3.428571429,Party,Tasselled,Pure Silk,Zari,Woven Design,Ethnic Motifs,Regular,NA,Dry Clean,Guests & Gifting,
6112,18437892,Vero Moda Women White Polka Dot Printed A-Line Skirts,2499,White,vero moda,0,0,Casual,,Viscose Rayon,,Printed,Solid,Regular,,Machine Wash,NA,NA
6113,19196680,Vero Moda Women Beige Solid Tie-Up Waistcoat,3999,Beige,vero moda,0,0,Casual,,Cotton Blend,,Solid,,Regular,,Machine Wash,,NA
6114,17737478,Vero Moda Black & Pink Halter Neck Printed Basic Jumpsuit,4499,Black,vero moda,5,4.4,Casual,,Viscose Rayon,,Printed,,Regular,,Machine Wash,,
6115,15843756,Vero Moda Women Grey Wool Cardigan,2499,Grey,vero moda,20,3.6,Casual,,Wool,,Self Design,Open Knit,Regular,,Machine Wash,,
6116,17607102,Vero Moda Women Brown High-Rise Slip-On Shorts,2999,Brown,vero moda,0,0,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,
6117,18246290,Vero Moda Women Pink Tailored Jacket,4299,Pink,vero moda,7,4,Formal,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
6118,16833328,Vero Moda Women Blue Floral Lightweight Tailored Jacket,3999,Blue,vero moda,0,0,Casual,,Polyester,,Printed,Floral,Regular,,Machine Wash,,NA
6119,18205106,Vero Moda Women Blue Low Distress Heavy Fade Stretchable Jeans,3299,Blue,vero moda,0,0,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
6120,16683608,Vero Moda Women Lime Green Longline Waterfall Shrug,1999,Lime Green,vero moda,0,0,Casual,,Viscose Rayon,,Solid,,Regular,,Machine Wash,,
6121,16249910,Vero Moda Women Pink Solid Double-Breasted Casual Blazer,4999,Pink,vero moda,13,4.846153846,Casual,,Polyester,,Solid,,Regular,,Dry Clean,,
6122,19036222,Vero Moda Women Black Solid  Bomber Jacket,4299,Black,vero moda,0,0,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,NA
6123,17608656,Vero Moda Women Blue Bootcut Jeans,2799,Blue,vero moda,18,4.833333333,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
6124,15974280,Vero Moda Women Black Cardigan,2999,Black,vero moda,17,4.529411765,Casual,,Nylon,,Solid,Solid,Regular,,Machine Wash,,
6125,16379658,Vero Moda Women Grey Sweatshirt,2499,Grey,vero moda,5,5,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
6126,17367194,Vero Moda Women Pink Solid Single Breasted Blazer,5799,Pink,vero moda,13,4.384615385,Casual,,Polyester,,Solid,,Regular,,Machine Wash,,
6127,16249906,Vero Moda Women Black Solid Slim Fit Double Breasted Blazer,5499,Black,vero moda,26,4.461538462,Formal,,Polyester,,Solid,,Regular,,Machine Wash,,
6128,18226694,Vero Moda Women Pink Flared High-Rise Joggers Trousers,3799,Pink,vero moda,3,2.666666667,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,NA
6129,18226692,Vero Moda Women Beige Flared High-Rise Pleated Trousers,3799,Beige,vero moda,0,0,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,NA
6130,19178382,Vero Moda Women Black Open Front Jacket,5499,Black,vero moda,0,0,Casual,,Polyester,,Solid,Self Design,Regular,,Dry Clean,,NA
6131,15708214,Vero Moda Women Black & Brown Checked Shrug,2799,Black,vero moda,0,0,Casual,,Viscose Rayon,,Checked,,Regular,,Machine Wash,,
6132,16683588,Vero Moda Blue & White Striped Culotte Jumpsuit,3499,Blue,vero moda,0,0,Casual,,Viscose Rayon,,Striped,,Regular,,Machine Wash,,
6133,15780450,Vero Moda Women Blue Printed Sweatshirt,2299,Blue,vero moda,6,3.833333333,Casual,,Cotton,,Printed,Graphic,Regular,,Machine Wash,,
6134,16382092,Vero Moda Women Red Longline Cotton Pullover,2499,Red,vero moda,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
6135,16387080,Vero Moda Women Pink & White Striped Acrylic Shrug,2799,Pink,vero moda,8,4.5,Casual,,Acrylic,,Striped,,Regular,,Machine Wash,,
6136,18395076,Vero Moda Pink Geometric Print Halter Neck Top,1299,Pink,vero moda,0,0,Casual,,Viscose Rayon,,Printed,Geometric,Regular,,Machine Wash,NA,
6137,15120256,Vero Moda Women Brown Solid Amby Pullover Sweater,1799,Brown,vero moda,32,4.5625,Casual,,Viscose Rayon,,Solid,Solid,Regular,,Machine Wash,,
6138,18536306,Vero Moda Women Pink & White Striped Pullover,2499,Pink,vero moda,0,0,Casual,,,,Striped,Striped,Regular,,Machine Wash,,
6139,17015720,Vero Moda Women Black Lightweight Denim Jacket,3999,Black,vero moda,0,0,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,NA
6140,16427518,Vero Moda Red Basic Jumpsuit with Ruffles,5299,Red,vero moda,7,3,Casual,,Polyester,,Solid,,Regular,,Machine Wash,,
6141,15843724,Vero Moda Women Beige & Black Striped Pullover,2799,Beige,vero moda,7,4.428571429,Casual,,Viscose Rayon,,Striped,Striped,Regular,,Machine Wash,,
6142,17437524,Vero Moda Women Blue Floral Printed Flared High-Rise Pleated Culottes Trousers,3999,Blue,vero moda,0,0,Casual,,Polyester,,Printed,Floral,Regular,,Machine Wash,,NA
6143,18204728,Vero Moda Women Purple High-Rise Pleated Trousers,2499,Purple,vero moda,0,0,Casual,,Viscose Rayon,,Solid,Striped,Regular,,Machine Wash,,NA
6144,18877580,Vero Moda Women Blue Slash Knee Heavy Fade Jeans,3299,Blue,vero moda,0,0,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
6145,15825980,Vero Moda Women Pink Hooded Sweatshirt,2499,Pink,vero moda,6,3,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
6146,18646604,Vero Moda Women White High-Rise Trousers,2799,White,vero moda,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
6147,11598054,Vero Moda Women Black Regular Fit High-Rise Slash Knee Stretchable Jeans,3499,Black,vero moda,75,3.6,Casual,,Cotton,,,,,,Machine Wash,,NA
6148,19038982,Vero Moda Women Yellow & White Floral Printed Sweater Vest,2499,Yellow,vero moda,0,0,Casual,,Cotton,,Printed,Floral,Regular,,Machine Wash,,
6149,19039006,Vero Moda Women Purple & Blue Printed Pullover,2499,Purple,vero moda,0,0,Casual,,Acrylic,,Printed,Abstract,Regular,,Machine Wash,,
6150,19039022,Vero Moda Women Blue Printed Pullover,2499,Blue,vero moda,0,0,Casual,,,,Printed,Solid,Regular,,Machine Wash,,
6151,15241884,Vero Moda Women Black Printed Sweatshirt,1999,Black,vero moda,10,4.2,Casual,,Cotton,,Printed,Typography,Regular,,Machine Wash,,
6152,19189460,Vero Moda Women White Shorts,2799,White,vero moda,0,0,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,
6153,15693066,Vero Moda Women Maroon Shrug,2299,Maroon,vero moda,7,4,Casual,,Cotton,,Solid,,Regular,,Hand Wash,,
6154,18395220,Vero Moda Pink Basic Jumpsuit,6799,Pink,vero moda,0,0,Party,,Polyester,,Solid,,Regular,,Machine Wash,,
6155,18395218,Vero Moda Women Navy Blue Solid Basic Jumpsuit,5799,Navy Blue,vero moda,0,0,Party,,Polyester,,Solid,,Regular,,Machine Wash,,
6156,13539476,Vero Moda Women Blue Skinny Fit Jeans,3499,Blue,vero moda,9,3.888888889,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
6157,16566192,Vero Moda Women Blue Straight Fit High-Rise Light Fade Jeans,3299,Blue,vero moda,0,0,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
6158,16795472,Vero Moda Women Yellow & White Striped Pullover,2299,Yellow,vero moda,0,0,Casual,,Cotton,,Striped,Striped,Regular,,Machine Wash,,
6159,16109498,Vero Moda Women Purple & Yellow Striped Pullover,2499,Purple,vero moda,0,0,Casual,,Polyester,,Striped,Striped,Regular,,Machine Wash,,
6160,16252790,Vero Moda Women Orange Printed Sweatshirt,2499,Orange,vero moda,7,3.857142857,Casual,,Cotton,,Printed,Graphic,Regular,,Machine Wash,,
6161,17438748,Vero Moda Women Green Schiffli Loose Fit High-Rise Cotton Shorts,2799,Green,vero moda,0,0,Casual,,Cotton,,Self Design,Self Design,Regular,,Machine Wash,,
6162,18074032,Vero Moda Women Black Straight Fit High-Rise Jeans,5499,Black,vero moda,0,0,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
6163,16382036,Vero Moda Women Cream-Coloured Longline,2799,Cream,vero moda,0,0,Casual,,Acrylic,,Solid,Solid,Regular,,Machine Wash,,
6164,16382174,Vero Moda Women Beige Cotton Pullover,2499,Beige,vero moda,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
6165,17608354,Vero Moda Purple & Black Printed Basic Jumpsuit,4499,Purple,vero moda,7,2.857142857,Casual,,Viscose Rayon,,Printed,,Regular,,Machine Wash,,
6166,17438586,Vero Moda Blue Printed Basic Jumpsuit,5299,Blue,vero moda,0,0,Casual,,Polyester,,Printed,,Regular,,Machine Wash,,
6167,19177748,Vero Moda Women Blue Bootcut High-Rise Mildly Distressed Heavy Fade Jeans,3999,Blue,vero moda,0,0,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
6168,19177750,Vero Moda Women Blue Flared High-Rise Light Fade Jeans,3999,Blue,vero moda,0,0,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
6169,19415760,Vero Moda Women Green Colourblocked Longline Padded Jacket with Patchwork,3599,Green,vero moda,0,0,Casual,,Polyester,,Colourblocked,Solid,Regular,,Machine Wash,,NA
6170,19415756,Vero Moda Women Green Floral Crop Denim Jacket,3499,Green,vero moda,0,0,Casual,,Cotton,,,Floral,Regular,,Dry Clean,,NA
6171,19415752,Vero Moda Women Maroon Floral Tailored Jacket,3499,Maroon,vero moda,0,0,Casual,,Cotton,,Solid,Floral,Regular,,Dry Clean,,NA
6172,19415750,Vero Moda Women Pink Crop Denim Long Sleeves Jacket,3499,Pink,vero moda,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Dry Clean,,NA
6173,18786312,Vero Moda Brown & peach pearl Print Top,1299,Brown,vero moda,6,3.833333333,Casual,,Viscose Rayon,,Printed,Polka Dots,Regular,,Machine Wash,,
6174,16683580,Vero Moda Blue Basic Jumpsuit,3299,Blue,vero moda,6,4.166666667,Casual,,Polyester,,Solid,,Regular,,Machine Wash,,
6175,17437516,Vero Moda Women Lime Green Slim Fit High-Rise Trousers,3499,Green,vero moda,0,0,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,NA
6176,13776012,Vero Moda Women Pink Solid Wrap Top,2499,Pink,vero moda,22,2.727272727,Casual,,Viscose Rayon,,Solid,Geometric,Regular,,Machine Wash,,
6177,12398318,Vero Moda Women Navy Blue & White Striped Sweatshirt,2299,Navy Blue,vero moda,9,3.666666667,Casual,,Polyester,,Striped,Striped,Regular,,Machine Wash,,
6178,12398246,Vero Moda Women Blue Printed Sweatshirt,1799,Blue,vero moda,17,4.117647059,Casual,,Cotton,,Printed,Geometric,Regular,,Machine Wash,,
6179,17833558,Vero Moda Women Rose Pink Pleated Trousers,2499,Rose,vero moda,0,0,Casual,,Viscose Rayon,,Solid,Solid,Regular,,Machine Wash,,NA
6180,17665186,Vero Moda Blue Solid Ruffled Flutter Sleeves Top,1999,Blue,vero moda,13,4.230769231,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,NA,
6181,16517888,Vero Moda Women Brown Viscose Rayon Lightweight Tailored Jacket with Oversized Pockets,3999,Brown,vero moda,3,4,Casual,,Viscose Rayon,,Solid,Solid,Regular,,Machine Wash,,NA
6182,18076834,Vero Moda Olive Green Basic Jumpsuit,4999,Olive,vero moda,0,0,Casual,,Viscose Rayon,,Solid,,Regular,,Machine Wash,,
6183,15692192,Vero Moda Women Blue V-Neck Waist Tie-Up Playsuit,3299,Blue,vero moda,8,3.625,Casual,,Viscose Rayon,,Solid,,Regular,,Machine Wash,,
6184,18147722,Vero Moda Women Green Skinny Fit High-Rise Slash Knee Jeans,3999,Green,vero moda,0,0,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
6185,16905126,Vero Moda Olive Green Striped Shirt Style Top,1899,Olive,vero moda,11,4.454545455,Casual,,Viscose Rayon,,Striped,Vertical Stripes,Regular,,Machine Wash,,
6186,17899992,Vero Moda Black & White Printed Cotton Basic Jumpsuit,3999,Black,vero moda,0,0,Casual,,Cotton,,Printed,,Regular,,Machine Wash,,
6187,17489262,Vero Moda Blue Belted Cotton Denim Playsuit,3799,Blue,vero moda,6,4.333333333,Casual,,Cotton,,Solid,,Regular,,Machine Wash,,
6188,18536776,Vero Moda Women Yellow Printed Sweatshirt,1799,Yellow,vero moda,0,0,Casual,,Cotton,,Printed,Alphanumeric,Regular,,Machine Wash,,
6189,19177650,Vero Moda Women Pink Self Design V-Neck Cable Knit  Cardigan,2999,Pink,vero moda,0,0,Casual,,Cotton,,Self Design,Cable Knit,Regular,,Machine Wash,,
6190,19326822,Vero Moda Women Pink & Beige  Colourblocked Typography  Printed Sweatshirt,1999,Pink,vero moda,0,0,Casual,,Cotton,,Colourblocked,Typography,Regular,,Machine Wash,,
6191,19036504,Vero Moda Women Blue Highly Distressed Light Fade Jeans,4299,Blue,vero moda,0,0,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
6192,19036502,Vero Moda Women Blue Mildly Distressed Jeans,3499,Blue,vero moda,0,0,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
6193,10311963,Vero Moda Women Grey Solid Basic Jumpsuit,3299,Grey,vero moda,19,3.842105263,,,Polyester,,Solid,,,,Machine Wash,,
6194,9190449,Vero Moda Coral Pink Solid Basic Jumpsuit,4999,Coral,vero moda,16,4.375,,,Polyester,,Solid,,,,Hand Wash,,
6195,13294028,Vero Moda Women Blue Solid One-Shoulder Basic Jumpsuit,4499,Blue,vero moda,18,4.055555556,Casual,,Polyester,,Solid,,Regular,,Machine Wash,,
6196,13391326,Vero Moda Women Off-White & Black Printed Basic Jumpsuit,2999,Off White,vero moda,9,3.777777778,Casual,,Viscose Rayon,,Printed,,Regular,,Machine Wash,,
6197,19039018,Vero Moda Women Green Pullover,2499,Green,vero moda,0,0,Casual,,Viscose Rayon,,Solid,Solid,Regular,,Machine Wash,,
6198,19039010,Vero Moda Women Brown & Orange Colourblocked Crop Pullover,2499,Brown,vero moda,0,0,Casual,,Acrylic,,Colourblocked,Colourblocked,Regular,,Machine Wash,,
6199,16683612,Vero Moda Women Blue & Green Striped Pullover,2299,Blue,vero moda,0,0,Casual,,Cotton,,Striped,Striped,Regular,,Machine Wash,,
6200,12839100,Vero Moda Women Lime Green Solid Cinched Waist Top With Waist Tie-Ups,2299,Lime Green,vero moda,19,4.473684211,Casual,,Viscose Rayon,,Solid,Solid,Regular,,Machine Wash,,
6201,15843736,Vero Moda Women Yellow Pullover,2299,Yellow,vero moda,0,0,Casual,,Cotton,,Self Design,Open Knit,Regular,,Machine Wash,,
6202,15780456,Vero Moda Women Nude-Coloured Printed Sweatshirt,2299,Nude,vero moda,0,0,Casual,,Cotton,,Printed,Graphic,Regular,,Machine Wash,,
6203,15454078,Vero Moda Women Black Self Design Basic Jumpsuit With Waist Tie-Ups,3999,Black,vero moda,20,4.15,Casual,,Polyester,,Self Design,,Regular,,Machine Wash,,
6204,17896960,Vero Moda Yellow Floral Print Wrap Top,2599,Yellow,vero moda,0,0,Casual,,Viscose Rayon,,Printed,Floral,Regular,,Machine Wash,Guests & Gifting,
6205,15975268,Vero Moda Pink Sweetheart Neck Fitted Crop Top,1799,Pink,vero moda,6,4.666666667,Casual,,Viscose Rayon,,Self Design,Self Design,Regular,,Machine Wash,,
6206,16379668,Vero Moda Women Maroon Printed Sweatshirt,1999,Maroon,vero moda,0,0,Casual,,Cotton,,Printed,Typography,Regular,,Machine Wash,,
6207,18074018,Vero Moda Women Blue Wide Leg Low-Rise Light Fade Jeans,5499,Blue,vero moda,0,0,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
6208,18395068,Vero Moda Green Geometric Embroidered Smocked A-line Top,1799,Green,vero moda,0,0,Casual,,Viscose Rayon,,Embroidered,Geometric,Regular,,Machine Wash,NA,
6209,16375812,Vero Moda Women Off-White Pullover,4799,Off White,vero moda,0,0,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,
6210,19037348,Vero Moda Yellow Geometric Print Top,2499,Yellow,vero moda,0,0,Casual,,Cotton Blend,,Printed,Geometric,Regular,,Machine Wash,NA,
6211,19177194,Vero Moda Red Striped Shirt Style Top,2499,Red,vero moda,0,0,Casual,,Cotton Blend,,Striped,Vertical Stripes,Regular,,Machine Wash,NA,
6212,19039024,Vero Moda Women Yellow Printed Pullover,2299,Yellow,vero moda,0,0,Casual,,Cotton,,Printed,Open Knit,Regular,,Machine Wash,,
6213,16795474,Vero Moda Women Purple & Yellow Striped Pullover,2299,Purple,vero moda,0,0,Casual,,Cotton,,Striped,Striped,Regular,,Machine Wash,,
6214,16382034,Vero Moda Women Orange Printed Hooded Cotton Sweatshirt,2299,Orange,vero moda,0,0,Casual,,Cotton,,Printed,Typography,Regular,,Machine Wash,,
6215,16109516,Vero Moda Women Green & White Striped Pullover,2299,Green,vero moda,0,0,Casual,,Cotton,,Striped,Striped,Regular,,Machine Wash,,
